 alpha[deg],CL,CD,Cm
  -148.00000000000000      ,  0.47626048047508385      ,  0.29766367849688324      ,  0.22326882471051349     
  -147.00000000000000      ,  0.49752124385225976      ,  0.32316531025839418      ,  0.23584476167151314     
  -146.00000000000000      ,  0.51843945352422982      ,  0.34977226241785253      ,  0.24861770169086364     
  -145.00000000000000      ,  0.53894597566215574      ,  0.37746487354460606      ,  0.26157208403636167     
  -144.00000000000000      ,  0.55897248943630939      ,  0.40621989257748659      ,  0.27469212712578217     
  -143.00000000000000      ,  0.57845167701917843      ,  0.43601052744143071      ,  0.28796184778673506     
  -142.00000000000000      ,  0.59731741082442102      ,  0.46680650365549103      ,  0.30136508076669549     
  -141.00000000000000      ,  0.61550493745527801      ,  0.49857413278532409      ,  0.31488549847004638     
  -140.00000000000000      ,  0.63295105784375127      ,  0.53127639056697418      ,  0.32850663089876503     
  -139.00000000000000      ,  0.64959430307081456      ,  0.56487300450332256      ,  0.34221188577322587     
  -137.99999999999997      ,  0.66537510536819500      ,  0.59932055070925017      ,  0.35598456880945983     
  -137.00000000000000      ,  0.68023596381370810      ,  0.63457255975757110      ,  0.36980790412913683     
  -136.00000000000000      ,  0.69412160424470537      ,  0.67057963125395093      ,  0.38366505477848745     
  -135.00000000000000      ,  0.70697913292800552      ,  0.70728955684649497      ,  0.39753914333237778     
  -133.99999999999997      ,  0.71875818353932686      ,  0.74464745135385446      ,  0.41141327255979604     
  -133.00000000000000      ,  0.72941105702120967      ,  0.78259589167496435      ,  0.42527054612710868     
  -132.00000000000000      ,  0.73889285390492176      ,  0.82107506312371337      ,  0.43909408931556376     
  -131.00000000000003      ,  0.74716159869957577      ,  0.86002291281338428      ,  0.45286706972971791     
  -130.00000000000000      ,  0.75417835596996796      ,  0.89937530969810386      ,  0.46657271797369515     
  -129.00000000000000      ,  0.75990733774374652      ,  0.93906621086264541      ,  0.48019434827247809     
  -128.00000000000000      ,  0.76431600190822935      ,  0.97902783363686152      ,  0.49371537901578511     
  -127.00000000000003      ,  0.76737514127740569      ,   1.0191908330976507      ,  0.50711935320247736     
  -126.00000000000000      ,  0.76905896303038968      ,   1.0594844845094427      ,  0.52038995876392813     
  -124.99999999999999      ,  0.76934515824358984      ,   1.0998368702433066      ,  0.53351104874528255     
  -124.00000000000000      ,  0.76821496126024280      ,   1.1401750707062455      ,  0.54646666132418353     
  -123.00000000000001      ,  0.76565319866230275      ,   1.1804253588042741      ,  0.55924103964715366     
  -122.00000000000000      ,  0.76164832763131252      ,   1.2205133974575417      ,  0.57181865146460686     
  -121.00000000000000      ,  0.75619246350612535      ,   1.2603644396812637      ,  0.58418420854625741     
  -119.99999999999999      ,  0.74928139636681956      ,   1.2999035307440168      ,  0.59632268585961745     
  -119.00000000000000      ,  0.74091459649482505      ,   1.3390557119142479      ,  0.60821934049525694     
  -118.00000000000000      ,  0.73109520857999932      ,   1.3777462253068820      ,  0.61985973032357500     
  -117.00000000000000      ,  0.71983003456517580      ,   1.4159007193449586      ,  0.63122973236903723     
  -116.00000000000000      ,  0.70712950503800320      ,   1.4534454543560724      ,  0.64231556088910380     
  -114.99999999999999      ,  0.69300763909837315      ,   1.4903075078299295      ,  0.65310378514647238     
  -114.00000000000000      ,  0.67748199264702236      ,   1.5264149788721850      ,  0.66358134686478998     
  -113.00000000000000      ,  0.66057359505741264      ,   1.5616971914000686      ,  0.67373557735961143     
  -112.00000000000000      ,  0.64230687420794441      ,   1.5960848956379510      ,  0.68355421433816521     
  -111.00000000000000      ,  0.62270956986535242      ,   1.6295104674854903      ,  0.69302541836340703     
  -110.00000000000000      ,  0.60181263542222962      ,   1.6619081053474007      ,  0.70213778897988355     
  -108.99999999999999      ,  0.57965012800216875      ,   1.6932140240324123      ,  0.71088038050117208     
  -108.00000000000000      ,  0.55625908695469084      ,   1.7233666453494501      ,  0.71924271746102508     
  -107.00000000000000      ,  0.53167940076890563      ,   1.7523067850513561      ,  0.72721480973290731     
  -106.00000000000000      ,  0.50595366243960715      ,   1.7799778358009821      ,  0.73478716732535332     
  -105.00000000000000      ,  0.47912701332212632      ,   1.8063259458605914      ,  0.74195081486347270     
  -104.00000000000001      ,  0.45124697551270904      ,   1.8313001932336179      ,  0.74869730577004290     
  -103.00000000000000      ,  0.42236327278948976      ,   1.8548527550176617      ,  0.75501873616291648     
  -102.00000000000000      ,  0.39252764014514874      ,   1.8769390717588710      ,  0.76090775848893122     
  -101.00000000000000      ,  0.36179362193641362      ,   1.8975180066308683      ,  0.76635759491816613     
  -100.00000000000000      ,  0.33021635866762561      ,   1.9165519992953128      ,  0.77136205052619344     
  -99.000000000000014      ,  0.29785236241616103      ,   1.9340072143362002      ,  0.77591552629589333     
  -98.000000000000000      ,  0.26475928089672618      ,   1.9498536841955405      ,  0.78001303197445748     
  -97.000000000000000      ,  0.23099565015042650      ,   1.9640654465737684      ,  0.78365019882525488     
  -96.000000000000000      ,  0.19662063583346118      ,   1.9766206762931784      ,  0.78682329231829062     
  -95.000000000000000      ,  0.16169376307081010      ,   1.9875018116567589      ,  0.78952922480688770     
  -94.000000000000000      ,  0.12627463483364026      ,   1.9966956753661864      ,  0.79176556824185085     
  -92.999999999999986      ,   9.0422638797416757E-002 ,   2.0041935900911350      ,  0.79353056697758062     
  -92.000000000000000      ,   5.4196642643344312E-002 ,   2.0099914888052379      ,  0.79482315072711240     
  -91.000000000000000      ,   1.7654677782006009E-002 ,   2.0140900200206433      ,  0.79564294772460320     
  -90.000000000000000      ,  -1.9146388490889323E-002 ,   2.0164946480606067      ,  0.79599029815399347     
  -89.000000000000000      ,  -5.6151192345993813E-002 ,   2.0172157485052429      ,  0.79586626790093229     
  -87.999999999999986      ,  -9.3306224141223304E-002 ,   2.0162686989260319      ,  0.79527266268098684     
  -87.000000000000000      , -0.13056019026286922      ,   2.0136739649855300      ,  0.79421204258988987     
  -86.000000000000000      , -0.16786438568226028      ,   2.0094571819153004      ,  0.79268773711016305     
  -85.000000000000000      , -0.20517307661165554      ,   2.0036492312906611      ,  0.79070386059172848     
  -84.000000000000000      , -0.24244389236067240      ,   1.9962863128885888      ,  0.78826532820062256     
  -83.000000000000014      , -0.27963822512376146      ,   1.9874100112358992      ,  0.78537787229795952     
  -82.000000000000000      , -0.31672163594910857      ,   1.9770673562182004      ,  0.78204805916861519     
  -81.000000000000000      , -0.35366426452491800      ,   1.9653108768141454      ,  0.77828330596335182     
  -80.000000000000000      , -0.39044123964169536      ,   1.9521986466293946      ,  0.77409189764606545     
  -79.000000000000000      , -0.42703308621531660      ,   1.9377943194146627      ,  0.76948300364616129     
  -78.000000000000000      , -0.46342612354858215      ,   1.9221671521430004      ,  0.76446669380054189     
  -77.000000000000014      , -0.49961284802718486      ,   1.9053920124731765      ,  0.75905395302585654     
  -76.000000000000000      , -0.53559229164652711      ,   1.8875493665152852      ,  0.75325669398431749     
  -75.000000000000014      , -0.57137034560471767      ,   1.8687252417189741      ,  0.74708776679026700     
  -74.000000000000000      , -0.60696003563349954      ,   1.8490111583995068      ,  0.74056096454420661     
  -73.000000000000000      , -0.64238173274021559      ,   1.8285040218810114      ,  0.73369102317109980     
  -72.000000000000000      , -0.67766327958289296      ,   1.8073059654519821      ,  0.72649361367626675     
  -71.000000000000000      , -0.71284000880568110      ,   1.7855241322863502      ,  0.71898532451289587     
  -70.000000000000000      , -0.74795462537162771      ,   1.7632703821884839      ,  0.71118363128112494     
  -68.999999999999986      , -0.78305692035015195      ,   1.7406609064973890      ,  0.70310685045591936     
  -68.000000000000000      , -0.81820327893409572      ,   1.7178157317892000      ,  0.69477407328301410     
  -66.999999999999986      , -0.85345594096964417      ,   1.6948580902451937      ,  0.68620507541295839     
  -66.000000000000000      , -0.88888196841286282      ,   1.6719136318581533      ,  0.67742019730038083     
  -65.000000000000000      , -0.92455187147861806      ,   1.6491094512605209      ,  0.66844018993474585     
  -64.000000000000000      , -0.96053784461627156      ,   1.6265729001918421      ,  0.65928602016758864     
  -63.000000000000000      , -0.99691156583862794      ,   1.6044301559097478      ,  0.64997862986279897     
  -62.000000000000000      ,  -1.0337415195586979      ,   1.5828045167424567      ,  0.64053864345197264     
  -61.000000000000000      ,  -1.0710898153293609      ,   1.5618143991683149      ,  0.63098601938429089     
  -59.999999999999993      ,  -1.1090084941783176      ,   1.5415710171014454      ,  0.62133964259942687     
  -59.000000000000000      ,  -1.1475353419274981      ,   1.5221757343673790      ,  0.61161685771083329     
  -58.000000000000000      ,  -1.1866892659669164      ,   1.5037170966013380      ,  0.60183294623983052     
  -57.000000000000000      ,  -1.2264653386905866      ,   1.4862675698399237      ,  0.59200055611415614     
  -56.000000000000000      ,  -1.2668296663241396      ,   1.4698800404910093      ,  0.58212909776867205     
  -55.000000000000000      ,  -1.3077143036909731      ,   1.4545841652499305      ,  0.57222412843822223     
  -54.000000000000000      ,  -1.3490124990460823      ,   1.4403826991917936      ,  0.56228675427520847     
  -53.000000000000000      ,  -1.3905746116403337      ,   1.4272479739141828      ,  0.55231308814856728     
  -52.000000000000007      ,  -1.4322050891681843      ,   1.4151187420329483      ,  0.54229380847657827     
  -51.000000000000000      ,  -1.4736609121504332      ,   1.4038976447516531      ,  0.53221387001852327     
  -50.000000000000000      ,  -1.5146518967863323      ,   1.3934495892698777      ,  0.52205241980631523     
  -49.000000000000000      ,  -1.5548431877111191      ,   1.3836013349056635      ,  0.51178296891646446     
  -48.000000000000000      ,  -1.5938601623111412      ,   1.3741425730454029      ,  0.50137386237452941     
  -47.000000000000000      ,  -1.6312958101685480      ,   1.3648287393956358      ,  0.49078907450192771     
  -46.000000000000000      ,  -1.6667204545337355      ,   1.3553857131356186      ,  0.47998933567111951     
  -45.000000000000000      ,  -1.6996934659463787      ,   1.3455164365982393      ,  0.46893357003184777     
  -43.999999999999993      ,  -1.7297764070658999      ,   1.3349093372495091      ,  0.45758059475363888     
  -43.000000000000000      ,  -1.7565468720232995      ,   1.3232482640048264      ,  0.44589100309071583     
  -42.000000000000000      ,  -1.7796121713197328      ,   1.3102234815077558      ,  0.43382912998921630     
  -41.000000000000000      ,  -1.7986219853875591      ,   1.2955431220242652      ,  0.42136498370448222     
  -40.000000000000000      ,  -1.8132791751783959      ,   1.2789443983576494      ,  0.40847602271864009     
  -39.000000000000000      ,  -1.8233480906267430      ,   1.2602038515060847      ,  0.39514866531247200     
  -38.000000000000000      ,  -1.8286599375542789      ,   1.2391459536796359      ,  0.38137943870706387     
  -37.000000000000000      ,  -1.8291150202340107      ,   1.2156495090340502      ,  0.36717570316906062     
  -36.000000000000000      ,  -1.8246819358158954      ,   1.1896514770918394      ,  0.35255591993522112     
  -35.000000000000000      ,  -1.8153940257884065      ,   1.1611480633526832      ,  0.33754946574989592     
  -34.000000000000000      ,  -1.8013435640778030      ,   1.1301931486451662      ,  0.32219602701337685     
  -33.000000000000000      ,  -1.7826742678052563      ,   1.0968943341425286      ,  0.30654462984456998     
  -32.000000000000000      ,  -1.7595727533149284      ,   1.0614070389621737      ,  0.29065237710047492     
  -31.000000000000000      ,  -1.7322595348980208      ,   1.0239271873810132      ,  0.27458296948377103     
  -29.999999999999996      ,  -1.7009800913007449      ,  0.98468305895685426      ,  0.25840508655964722     
  -29.000000000000000      ,  -1.6659964231087945      ,  0.94392685287447919      ,  0.24219069690505993     
  -28.000000000000000      ,  -1.6275794094948266      ,  0.90192645021458906      ,  0.22601335714242785     
  -27.000000000000000      ,  -1.5860021598662353      ,  0.85895776070368546      ,  0.20994654947777597     
  -26.000000000000004      ,  -1.5415344549358641      ,  0.81529793024210495      ,  0.19406209821847084     
  -25.000000000000000      ,  -1.4944382887355840      ,  0.77121957628624305      ,  0.17842869849295967     
  -24.000000000000000      ,  -1.4449644604766392      ,  0.72698612044911137      ,  0.16311058519546420     
  -23.000000000000000      ,  -1.3933501224797993      ,  0.68284820783046163      ,  0.14816636658920845     
  -21.999999999999996      ,  -1.3398171653529274      ,  0.63904114317713911      ,  0.13364804420181872     
  -21.000000000000000      ,  -1.2845713109199746      ,  0.59578323463898641      ,  0.11960023769655571     
  -20.000000000000000      ,  -1.2278017835687816      ,  0.55327491428747266      ,  0.10605962948520628     
  -19.000000000000000      ,  -1.1696814383516176      ,  0.51169849731829131      ,   9.3054638450234400E-002
  -18.000000000000000      ,  -1.1103672364796304      ,  0.47121844527418755      ,   8.0605325159295582E-002
  -17.000000000000000      ,  -1.0500009735235960      ,  0.43198200921736563      ,   6.8723522695683562E-002
  -16.000000000000000      , -0.98871018098067387      ,  0.39412014357589620      ,   5.7413178348202545E-002
  -14.999999999999998      , -0.92660913673115974      ,  0.35774859804214942      ,   4.6670882765073425E-002
  -14.000000000000000      , -0.86379993356740381      ,  0.32296911170658432      ,   3.6486555681034774E-002
  -13.000000000000002      , -0.80037356704272222      ,  0.28987064942824270      ,   2.6844251755515500E-002
  -12.000000000000000      , -0.73641101421872623      ,  0.25853063459922843      ,   1.7723046945487275E-002
  -10.999999999999998      , -0.67198428350722994      ,  0.22901614463233361      ,   9.0979653940627767E-003
  -10.000000000000000      , -0.60715742283241947      ,  0.20138504561642953      ,   9.4090893410446810E-004
  -9.0000000000000000      , -0.54198747896061428      ,  0.17568705073397198      ,  -6.7784444037966764E-003
  -8.0000000000000000      , -0.47652540526162918      ,  0.15196469340492547      ,  -1.4091800608300986E-002
  -7.0000000000000000      , -0.41081691858126673      ,  0.13025421094330708      ,  -2.1031489556129927E-002
  -6.0000000000000000      , -0.34490330850982720      ,  0.11058633802977343      ,  -2.7629798397531380E-002
  -5.0000000000000000      , -0.27882220429778481      ,   9.2987011749658802E-002 ,  -3.3918405576582385E-002
  -4.0000000000000000      , -0.21260830614455237      ,   7.7477991531599413E-002 ,  -3.9927916612017993E-002
  -3.0000000000000000      , -0.14629408869342936      ,   6.4077398230044810E-002 ,  -4.5687497808119447E-002
  -2.0000000000000000      ,  -7.9910485406246345E-002 ,   5.2800176978359439E-002 ,  -5.1224600275882042E-002
  -1.0000000000000000      ,  -1.3487563144629155E-002 ,   4.3658488421932394E-002 ,  -5.6564764023690782E-002
   0.0000000000000000      ,   5.2944803188410362E-002 ,   3.6662032620713089E-002 ,  -6.1731490328805948E-002
   1.0000000000000000      ,  0.11936898035326239      ,   3.1818503329751599E-002 ,  -6.6785604003891885E-002
   2.0000000000000000      ,  0.18576722038910190      ,   2.9134295222208364E-002 ,  -7.1772587924807549E-002
   3.0000000000000000      ,  0.25210930295640976      ,   2.8614005392433414E-002 ,  -7.6692457271773901E-002
   4.0000000000000000      ,  0.31836458122825539      ,   3.0260451689198935E-002 ,  -8.1546479196712776E-002
   5.0000000000000000      ,  0.38450130091100826      ,   3.4074848067103210E-002 ,  -8.6336913869529658E-002
   6.0000000000000000      ,  0.45048591683270728      ,   4.0056921601840989E-002 ,  -9.1066775453858856E-002
   7.0000000000000000      ,  0.51628239729830272      ,   4.8204975640836124E-002 ,  -9.5739613727906098E-002
   8.0000000000000000      ,  0.58185150696836418      ,   5.8515902313911565E-002 , -0.10035931622774623     
   9.0000000000000000      ,  0.64715005971424011      ,   7.0985146449816905E-002 , -0.10492993018145044     
   10.000000000000000      ,  0.71213013380204315      ,   8.5606621829576873E-002 , -0.10945550310361295     
   10.999999999999998      ,  0.77673824294395455      ,  0.10237257965298986      , -0.11393994070891744     
   12.000000000000000      ,  0.84091445833351919      ,  0.12127342809827493      , -0.11838688075821076     
   13.000000000000002      ,  0.90459147888049862      ,  0.14229750091850202      , -0.12279958155143028     
   14.000000000000000      ,  0.96769364963308846      ,  0.16543077214905008      , -0.12718082401261047     
   14.999999999999998      ,   1.0301359319967878      ,  0.19065651321231070      , -0.13153282666107263     
   16.000000000000000      ,   1.0918228340252438      ,  0.21795488802323676      , -0.13585717322147994     
   17.000000000000000      ,   1.1526473149755718      ,  0.24730248115851255      , -0.14015475318808424     
   18.000000000000000      ,   1.2124896856924228      ,  0.27867175380484538      , -0.14442571632055390     
   19.000000000000000      ,   1.2712165353881950      ,  0.31203042211868842      , -0.14866944280414277     
   20.000000000000000      ,   1.3286797261367129      ,  0.34734075290352223      , -0.15288453164492294     
   21.000000000000000      ,   1.3847155088992236      ,  0.38455877226057450      , -0.15706881077199575     
   21.999999999999996      ,   1.4391438289839167      ,  0.42363338424247360      , -0.16121937325028604     
   23.000000000000000      ,   1.4917679040751404      ,  0.46450539871570523      , -0.16533264491824201     
   24.000000000000000      ,   1.5423741735748553      ,  0.50710647082596783      , -0.16940448957881643     
   25.000000000000000      ,   1.5907327327413383      ,  0.55135795889566275      , -0.17343035848485761     
   26.000000000000004      ,   1.6365983772069839      ,  0.59716971351500814      , -0.17740549113508491     
   27.000000000000000      ,   1.6797123905227416      ,  0.64443881826393568      , -0.18132517416723051     
   28.000000000000000      ,   1.7198052064335252      ,  0.69304831213201135      , -0.18518506421050751     
   29.000000000000000      ,   1.7566000651947151      ,  0.74286593541774293      , -0.18898157874317290     
   29.999999999999996      ,   1.7898177557798614      ,  0.79374295467038392      , -0.19271235611561166     
   31.000000000000000      ,   1.8191824900171356      ,  0.84551313784069593      , -0.19637678182737647     
   32.000000000000000      ,   1.8444288882938258      ,  0.89799196765469791      , -0.19997657287869958     
   33.000000000000000      ,   1.8653099692236370      ,  0.95097619829496349      , -0.20351640570562454     
   34.000000000000000      ,   1.8816059302962262      ,   1.0042438761937056      , -0.20700456621397706     
   35.000000000000000      ,   1.8931333895982294      ,   1.0575549579042995      , -0.21045359334412370     
   36.000000000000000      ,   1.8997546411203754      ,   1.1106526637691154      , -0.21388088123405025     
   37.000000000000000      ,   1.9013863729164182      ,   1.1632657020385879      , -0.21730920035099174     
   38.000000000000000      ,   1.8980072261683196      ,   1.2151114805298882      , -0.22076709588080320     
   39.000000000000000      ,   1.8896635520118727      ,   1.2659003883406934      , -0.22428912295770748     
   40.000000000000000      ,   1.8764727665675554      ,   1.3153411759401730      , -0.22791588334289631     
   41.000000000000000      ,   1.8586238207340045      ,   1.3631473873148670      , -0.23169383670602439     
   42.000000000000000      ,   1.8363744872906393      ,   1.4090447046827546      , -0.23567487088170155     
   43.000000000000000      ,   1.8100454089671676      ,   1.4527789601510561      , -0.23991562797756241     
   43.999999999999993      ,   1.7800111212548926      ,   1.4941244591877447      , -0.24447659534630048     
   45.000000000000000      ,   1.7466885289230312      ,   1.5328921612814415      , -0.24942098067549903     
   46.000000000000000      ,   1.7105235395522929      ,   1.5689371895596063      , -0.25481339782132550     
   47.000000000000000      ,   1.6719767098818337      ,   1.6021651094816174      , -0.26071839439652733     
   48.000000000000000      ,   1.6315088213817515      ,   1.6325364401284379      , -0.26719885432182072     
   49.000000000000000      ,   1.5895672650190964      ,   1.6600689468651397      , -0.27431431005204965     
   50.000000000000000      ,   1.5465739917637695      ,   1.6848374090004972      , -0.28211920168304017     
   51.000000000000000      ,   1.5029155974931179      ,   1.7069707480165370      , -0.29066112491844548     
   52.000000000000007      ,   1.4589358883317942      ,   1.7266466192624650      , -0.29997911729122068     
   53.000000000000000      ,   1.4149310459915825      ,   1.7440837850266029      , -0.31010204126771207     
   54.000000000000000      ,   1.3711473090040103      ,   1.7595327709665178      , -0.32104713199233054     
   55.000000000000000      ,   1.3277809236701048      ,   1.7732654368433476      , -0.33281878386373348     
   56.000000000000000      ,   1.2849800076415234      ,   1.7855641512978497      , -0.34540765124042550     
   57.000000000000000      ,   1.2428479102019871      ,   1.7967112455179175      , -0.35879013235775925     
   58.000000000000000      ,   1.2014476407686849      ,   1.8069793400172993      , -0.37292829115518217     
   59.000000000000000      ,   1.1608069610122207      ,   1.8166230092298088      , -0.38777024972143431     
   59.999999999999993      ,   1.1209237848438591      ,   1.8258720919517955      , -0.40325105637090186     
   61.000000000000000      ,   1.0817715932935006      ,   1.8349267940252905      , -0.41929400388660570     
   62.000000000000000      ,   1.0433046386654070      ,   1.8439545819714651      , -0.43581234263212598     
   63.000000000000000      ,   1.0054627773066349      ,   1.8530887458751484      , -0.45271130741181970     
   64.000000000000000      ,  0.96817582825860926      ,   1.8624284235981967      , -0.46989035793003947     
   65.000000000000000      ,  0.93136740351924185      ,   1.8720398274020380      , -0.48724552228562162     
   66.000000000000000      ,  0.89495819382904429      ,   1.8819583948414735      , -0.50467173179873515     
   66.999999999999986      ,  0.85886872219071542      ,   1.8921915921459003      , -0.52206504311055679     
   68.000000000000000      ,  0.82302159683769560      ,   1.9027221229015978      , -0.53932465845627453     
   68.999999999999986      ,  0.78734330753450399      ,   1.9135113305273908      , -0.55635467515426595     
   70.000000000000000      ,  0.75176561545853737      ,   1.9245026236383009      , -0.57306551823839502     
   71.000000000000000      ,  0.71622658893206248      ,   1.9356247941745621      , -0.58937503339225306     
   72.000000000000000      ,  0.68067133621490417      ,   1.9467951358794069      , -0.60520923886490519     
   73.000000000000000      ,  0.64505248348158495      ,   1.9579223034199713      , -0.62050275332296490     
   74.000000000000000      ,  0.60933044181458018      ,   1.9689088793179992      , -0.63519893069496614     
   75.000000000000014      ,  0.57347350216484638      ,   1.9796536368286437      , -0.64924974265069912     
   76.000000000000000      ,  0.53745779220222745      ,   1.9900535024206354      , -0.66261545458781435     
   77.000000000000014      ,  0.50126712409900276      ,   2.0000052322943196      , -0.67526414239330357     
   78.000000000000000      ,  0.46489275774575856      ,   2.0094068242625966      , -0.68717109555183775     
   79.000000000000000      ,  0.42833309979315842      ,   2.0181586901475836      , -0.69831814821733440     
   80.000000000000000      ,  0.39159335529021516      ,   2.0261646153747801      , -0.70869297446031254     
   81.000000000000000      ,  0.35468514555310127      ,   2.0333325323309039      , -0.71828837777038990     
   82.000000000000000      ,  0.31762610322616341      ,   2.0395751328264442      , -0.72710159861444534     
   83.000000000000014      ,  0.28043945325132186      ,   2.0448103430897833      , -0.73513365786137930     
   84.000000000000000      ,  0.24315358659837957      ,   2.0489616824323940      , -0.74238874847493319     
   85.000000000000000      ,  0.20580163207920807      ,   2.0519585242945042      , -0.74887368321284864     
   86.000000000000000      ,  0.16842103032708891      ,   2.0537362759656856      , -0.75459740221919858     
   87.000000000000000      ,  0.13105311302446204      ,   2.0542364909794180      , -0.75957054134847279     
   87.999999999999986      ,   9.3742689668922990E-002 ,   2.0534069260664354      , -0.76380505975614943     
   89.000000000000000      ,   5.6537643543078192E-002 ,   2.0512015526511060      , -0.76731392364293705     
   90.000000000000000      ,   1.9488538068652628E-002 ,   2.0475805311985762      , -0.77011084194674628     
   91.000000000000000      ,  -1.7351765647108074E-002 ,   2.0425101552648504      , -0.77221004913418811     
   92.000000000000000      ,  -5.3928479546082014E-002 ,   2.0359627708549173      , -0.77362612995414692     
   92.999999999999986      ,  -9.0185247317166803E-002 ,   2.0279166756381781      , -0.77437388099239168     
   94.000000000000000      , -0.12606449089107008      ,   2.0183560016855155      , -0.77446820403348560     
   95.000000000000000      , -0.16150774467224421      ,   2.0072705846584196      , -0.77392402653280268     
   96.000000000000000      , -0.19645597752015484      ,   1.9946558217770856      , -0.77275624487810679     
   97.000000000000000      , -0.23084990253741891      ,   1.9805125204032366      , -0.77097968653896798     
   98.000000000000000      , -0.26463027474798662      ,   1.9648467386771757      , -0.76860908763501978     
   99.000000000000014      , -0.29773817675950276      ,   1.9476696193324776      , -0.76565908288055085     
   100.00000000000000      , -0.33011529250456639      ,   1.9289972175623162      , -0.76214420526933091     
   101.00000000000000      , -0.36170416914906495      ,   1.9088503236172507      , -0.75807889324128197     
   102.00000000000000      , -0.39244846724464538      ,   1.8872542806657921      , -0.75347750341672870     
   103.00000000000000      , -0.42229319918872765      ,   1.8642387983372963      , -0.74835432729241058     
   104.00000000000001      , -0.45118495604058328      ,   1.8398377622854836      , -0.74272361056629765     
   105.00000000000000      , -0.47907212272737104      ,   1.8140890400534644      , -0.73659957399669063     
   106.00000000000000      , -0.50590508166003434      ,   1.7870342834833106      , -0.72999643490747601     
   107.00000000000000      , -0.53163640476663343      ,   1.7587187278904093      , -0.72292842862826290     
   108.00000000000000      , -0.55622103394010114      ,   1.7291909882120999      , -0.71540982930850905     
   108.99999999999999      , -0.57961644988910599      ,   1.6985028523384169      , -0.70745496967154331     
   110.00000000000000      , -0.60178282937458627      ,   1.6667090718380020      , -0.69907825938046497     
   111.00000000000000      , -0.62268319081089230      ,   1.6338671503027358      , -0.69029420177601863     
   112.00000000000000      , -0.64228352820919588      ,   1.6000371295483931      , -0.68111740881908889     
   113.00000000000000      , -0.66055293344190602      ,   1.5652813739252796      , -0.67156261412980267     
